Date,Dollar_Index,Gold_Price,Interest_Rate,US_10_Year,VIX_Value
2017-07-04,96.1999969482422,1223.0,1.16,2.334,11.22
2017-07-05,96.29000091552734,1221.7,1.16,2.327,11.07
2017-07-06,95.81999969482422,1223.3,1.16,2.368,12.54
2017-07-07,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-08,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-09,96.01000213623048,1209.7,1.16,2.386,11.19
2017-07-10,96.0500030517578,1213.2,1.16,2.373,11.11
2017-07-11,95.73999786376952,1214.7,1.16,2.361,10.89
2017-07-12,95.79000091552734,1219.1,1.16,2.319,10.3
2017-07-13,95.7300033569336,1217.3,1.16,2.348,9.9
2017-07-14,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-15,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-16,95.11000061035156,1227.5,1.16,2.332,9.51
2017-07-17,95.12999725341795,1233.7,1.16,2.314,9.82
2017-07-18,94.66000366210938,1241.9,1.16,2.261,9.89
2017-07-19,94.8000030517578,1248.8,1.16,2.271,9.79
2017-07-20,94.2699966430664,1252.1,1.16,2.257,9.58
2017-07-21,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-22,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-23,93.94000244140624,1261.0,1.16,2.237,9.36
2017-07-24,93.9800033569336,1260.7,1.16,2.257,9.43
2017-07-25,94.0500030517578,1258.5,1.16,2.332,9.43
2017-07-26,93.66999816894533,1255.6,1.16,2.293,9.6
2017-07-27,93.86000061035156,1266.5,1.16,2.319,10.11
2017-07-28,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-29,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-30,93.26000213623048,1275.3,1.16,2.291,10.29
2017-07-31,92.86000061035156,1273.4,1.07,2.296,10.26
2017-08-01,93.02999877929688,1279.4,1.16,2.253,10.09
2017-08-02,92.83000183105467,1278.4,1.16,2.271,10.28
2017-08-03,92.80999755859376,1274.4,1.16,2.219,10.44
2017-08-04,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-05,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-06,93.54000091552734,1264.6,1.16,2.264,10.03
2017-08-07,93.43000030517578,1264.7,1.16,2.257,9.93
2017-08-08,93.63999938964844,1262.6,1.16,2.262,10.96
2017-08-09,93.5199966430664,1279.3,1.16,2.249,11.11
2017-08-10,93.4000015258789,1290.1,1.16,2.201,16.04
2017-08-11,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-12,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-13,93.06999969482422,1294.0,1.16,2.191,15.51
2017-08-14,93.45999908447266,1290.4,1.16,2.224,12.33
2017-08-15,93.8499984741211,1279.7,1.16,2.273,12.04
2017-08-16,93.48999786376952,1282.9,1.16,2.226,11.74
2017-08-17,93.62000274658205,1292.4,1.16,2.185,15.55
2017-08-18,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-19,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-20,93.43000030517578,1291.6,1.16,2.197,14.26
2017-08-21,93.0999984741211,1296.7,1.16,2.183,13.19
2017-08-22,93.5500030517578,1291.0,1.16,2.217,11.35
2017-08-23,93.1500015258789,1294.7,1.16,2.169,12.25
2017-08-24,93.27999877929688,1292.0,1.16,2.196,12.23
2017-08-25,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-26,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-27,92.73999786376952,1297.9,1.16,2.169,11.28
2017-08-28,92.20999908447266,1315.3,1.16,2.159,11.32
2017-08-29,92.3499984741211,1318.9,1.16,2.129,11.7
2017-08-30,92.87999725341795,1314.1,1.16,2.136,11.22
2017-08-31,92.66999816894533,1322.2,1.07,2.121,10.59
2017-09-01,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-02,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-03,92.80999755859376,1330.4,1.16,2.166,10.13
2017-09-04,92.80999755859376,1339.4,1.16,2.166,10.13
2017-09-05,92.30999755859376,1344.5,1.16,2.063,12.23
2017-09-06,92.29000091552734,1339.0,1.16,2.106,11.63
2017-09-07,91.52999877929688,1350.3,1.16,2.042,11.55
2017-09-08,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-09,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-10,91.33000183105467,1351.2,1.16,2.054,12.12
2017-09-11,91.86000061035156,1335.7,1.16,2.134,10.73
2017-09-12,91.91000366210938,1332.7,1.16,2.167,10.58
2017-09-13,92.5199966430664,1328.0,1.16,2.194,10.5
2017-09-14,92.12000274658205,1329.3,1.16,2.187,10.44
2017-09-15,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-16,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-17,91.87000274658205,1325.2,1.16,2.202,10.17
2017-09-18,92.0500030517578,1310.8,1.16,2.234,10.15
2017-09-19,91.79000091552734,1310.6,1.16,2.246,10.18
2017-09-20,92.51000213623048,1316.4,1.16,2.273,9.78
2017-09-21,92.26000213623048,1294.8,1.16,2.278,9.67
2017-09-22,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-23,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-24,92.16999816894533,1297.5,1.16,2.253,9.59
2017-09-25,92.6500015258789,1311.5,1.16,2.222,10.21
2017-09-26,92.97000122070312,1301.7,1.16,2.236,10.17
2017-09-27,93.36000061035156,1287.8,1.16,2.31,9.87
2017-09-28,93.08999633789062,1288.7,1.16,2.309,9.55
2017-09-29,93.08000183105467,1284.8,1.06,2.339,9.51
2017-09-30,93.08000183105467,1284.8,1.06,2.339,9.51
2017-10-01,93.08000183105467,1284.8,1.06,2.339,9.51
2017-10-02,93.55999755859376,1275.8,1.16,2.341,9.45
2017-10-03,93.56999969482422,1274.6,1.16,2.325,9.51
2017-10-04,93.45999908447266,1276.8,1.16,2.323,9.63
2017-10-05,93.95999908447266,1273.2,1.16,2.348,9.19
2017-10-06,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-07,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-08,93.8000030517578,1274.9,1.16,2.361,9.65
2017-10-09,93.73999786376952,1285.0,1.16,2.361,10.33
2017-10-10,93.29000091552734,1293.8,1.16,2.355,10.08
2017-10-11,92.95999908447266,1288.9,1.16,2.353,9.85
2017-10-12,93.12000274658205,1296.5,1.16,2.321,9.91
2017-10-13,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-14,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-15,93.08999633789062,1304.6,1.16,2.275,9.61
2017-10-16,93.27999877929688,1303.0,1.16,2.305,9.91
2017-10-17,93.48999786376952,1286.2,1.16,2.302,10.31
2017-10-18,93.36000061035156,1283.0,1.16,2.345,10.07
2017-10-19,93.2699966430664,1290.0,1.16,2.318,10.05
2017-10-20,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-21,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-22,93.6999969482422,1280.5,1.16,2.383,9.97
2017-10-23,93.94000244140624,1280.9,1.16,2.37,11.07
2017-10-24,93.95999908447266,1278.3,1.16,2.421,11.16
2017-10-25,93.70999908447266,1279.0,1.16,2.435,11.23
2017-10-26,94.61000061035156,1269.6,1.16,2.463,11.3
2017-10-27,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-28,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-29,94.91999816894533,1271.8,1.16,2.415,9.8
2017-10-30,94.48999786376952,1277.7,1.16,2.37,10.5
2017-10-31,94.5500030517578,1270.5,1.07,2.378,10.18
2017-11-01,94.81999969482422,1277.3,1.16,2.372,10.2
2017-11-02,94.69000244140624,1278.1,1.16,2.349,9.93
2017-11-03,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-04,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-05,94.94000244140624,1269.2,1.16,2.332,9.14
2017-11-06,94.72000122070312,1281.6,1.16,2.318,9.4
2017-11-07,94.91000366210938,1275.8,1.16,2.316,9.89
2017-11-08,94.87000274658205,1283.7,1.16,2.334,9.78
2017-11-09,94.44000244140624,1287.5,1.16,2.34,10.5
2017-11-10,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-11,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-12,94.38999938964844,1274.2,1.16,2.402,11.29
2017-11-13,94.48999786376952,1278.9,1.16,2.407,11.5
2017-11-14,93.83000183105467,1282.9,1.16,2.375,11.59
2017-11-15,93.80999755859376,1277.7,1.16,2.326,13.13
2017-11-16,93.93000030517578,1278.2,1.16,2.375,11.76
2017-11-17,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-18,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-19,93.66000366210938,1283.85,1.16,2.345,11.43
2017-11-20,94.08000183105467,1292.35,1.16,2.368,10.65
2017-11-21,93.9499969482422,1280.0,1.16,2.358,9.73
2017-11-22,93.22000122070312,1283.95,1.16,2.32,9.88
2017-11-23,93.22000122070312,1290.15,1.16,2.326,9.88
2017-11-24,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-25,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-26,92.76000213623048,1289.15,1.16,2.34,9.67
2017-11-27,92.9000015258789,1294.7,1.16,2.331,9.87
2017-11-28,93.26000213623048,1293.9,1.16,2.326,10.03
2017-11-29,93.26000213623048,1294.85,1.16,2.388,10.7
2017-11-30,93.01000213623048,1282.15,1.07,2.415,11.28
2017-12-01,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-02,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-03,92.9000015258789,1277.25,1.16,2.363,11.43
2017-12-04,93.19000244140624,1279.1,1.16,2.372,11.68
2017-12-05,93.37999725341795,1275.9,1.16,2.353,11.33
2017-12-06,93.61000061035156,1268.55,1.16,2.34,11.02
2017-12-07,93.8000030517578,1256.8,1.16,2.362,10.16
2017-12-08,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-09,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-10,93.9000015258789,1245.85,1.16,2.378,9.58
2017-12-11,93.87000274658205,1251.4,1.16,2.39,9.34
2017-12-12,94.0999984741211,1243.4,1.17,2.403,9.92
2017-12-13,93.43000030517578,1241.6,1.17,2.348,10.18
2017-12-14,93.48999786376952,1255.6,1.41,2.349,10.49
2017-12-15,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-16,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-17,93.93000030517578,1257.25,1.41,2.351,9.42
2017-12-18,93.6999969482422,1258.65,1.42,2.394,9.53
2017-12-19,93.47000122070312,1263.1,1.42,2.459,10.03
2017-12-20,93.3499984741211,1265.95,1.42,2.497,9.72
2017-12-21,93.27999877929688,1265.85,1.42,2.484,9.62
2017-12-22,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-23,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-24,93.3499984741211,1268.05,1.42,2.485,9.9
2017-12-25,93.3499984741211,1268.05,1.42,2.492,9.9
2017-12-26,93.26000213623048,1268.05,1.42,2.474,10.25
2017-12-27,93.02999877929688,1285.4,1.42,2.412,10.47
2017-12-28,92.5999984741211,1291.6,1.42,2.434,10.18
2017-12-29,92.12000274658205,1296.5,1.33,2.405,11.04
2017-12-30,92.12000274658205,1296.5,1.33,2.405,11.04
2017-12-31,92.12000274658205,1296.5,1.33,2.405,11.04
2018-01-01,92.12000274658205,1296.5,1.33,2.405,11.04
2018-01-02,91.8499984741211,1312.8,1.42,2.461,9.77
2018-01-03,92.16000366210938,1314.6,1.42,2.445,9.15
2018-01-04,91.8499984741211,1313.7,1.42,2.453,9.22
2018-01-05,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-06,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-07,91.9499969482422,1317.9,1.42,2.476,9.22
2018-01-08,92.33000183105467,1318.8,1.42,2.48,9.52
2018-01-09,92.52999877929688,1314.95,1.42,2.551,10.08
2018-01-10,92.33000183105467,1321.65,1.42,2.559,9.82
2018-01-11,91.8499984741211,1319.85,1.42,2.537,9.88
2018-01-12,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-13,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-14,90.97000122070312,1332.9,1.42,2.55,10.16
2018-01-15,90.97000122070312,1343.0,1.42,2.552,10.16
2018-01-16,90.38999938964844,1334.95,1.42,2.539,11.66
2018-01-17,90.54000091552734,1337.35,1.42,2.587,11.91
2018-01-18,90.5,1329.75,1.42,2.624,12.22
2018-01-19,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-20,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-21,90.56999969482422,1335.8,1.42,2.661,11.27
2018-01-22,90.4000015258789,1334.15,1.42,2.656,11.03
2018-01-23,90.12000274658205,1337.1,1.42,2.617,11.1
2018-01-24,89.20999908447266,1350.5,1.42,2.648,11.47
2018-01-25,89.38999938964844,1360.25,1.42,2.624,11.58
2018-01-26,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-27,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-28,89.06999969482422,1354.35,1.42,2.66,11.08
2018-01-29,89.30999755859375,1348.4,1.42,2.699,13.84
2018-01-30,89.19000244140625,1345.7,1.42,2.724,14.79
2018-01-31,89.12999725341797,1343.35,1.34,2.713,13.54
2018-02-01,88.66999816894531,1341.1,1.42,2.782,13.47
2018-02-02,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-03,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-04,89.19999694824219,1345.0,1.42,2.841,17.31
2018-02-05,89.55000305175781,1337.1,1.42,2.709,37.32
2018-02-06,89.58999633789062,1344.65,1.42,2.805,29.98
2018-02-07,90.26000213623048,1328.5,1.42,2.834,27.73
2018-02-08,90.2300033569336,1311.05,1.42,2.828,33.46
2018-02-09,90.44000244140624,1316.05,1.42,2.857,29.06
2018-02-10,90.44000244140624,1316.05,1.42,2.857,29.06
2018-02-11,90.44000244140624,1316.05,1.42,2.857,29.06
2018-02-12,90.20999908447266,1321.7,1.42,2.859,25.61
2018-02-13,89.69999694824219,1329.4,1.42,2.833,24.97
2018-02-14,89.12000274658203,1330.75,1.42,2.913,19.26
2018-02-15,88.58999633789062,1353.7,1.42,2.906,19.13
2018-02-16,89.0999984741211,1358.6,1.42,2.873,19.46
2018-02-17,89.0999984741211,1358.6,1.42,2.873,19.46
2018-02-18,89.0999984741211,1358.6,1.42,2.873,19.46
2018-02-19,89.0999984741211,1347.4,1.42,2.889,19.46
2018-02-20,89.72000122070312,1337.4,1.42,2.891,20.6
2018-02-21,90.08000183105467,1328.6,1.42,2.952,20.02
2018-02-22,89.75,1323.5,1.42,2.919,18.72
2018-02-23,89.87999725341797,1328.9,1.42,2.866,16.49
2018-02-24,89.87999725341797,1328.9,1.42,2.866,16.49
2018-02-25,89.87999725341797,1328.9,1.42,2.866,16.49
2018-02-26,89.81999969482422,1339.05,1.42,2.864,15.8
2018-02-27,90.36000061035156,1332.75,1.42,2.901,18.59
2018-02-28,90.61000061035156,1320.3,1.35,2.864,19.85
2018-03-01,90.31999969482422,1311.25,1.42,2.811,22.47
2018-03-02,89.94000244140625,1316.75,1.42,2.868,19.59
2018-03-03,89.94000244140625,1316.75,1.42,2.868,19.59
2018-03-04,89.94000244140625,1316.75,1.42,2.868,19.59
2018-03-05,90.08000183105467,1326.3,1.42,2.883,18.73
2018-03-06,89.62000274658203,1324.95,1.42,2.886,18.36
2018-03-07,89.63999938964844,1332.5,1.42,2.881,17.76
2018-03-08,90.12000274658205,1325.4,1.42,2.857,16.54
2018-03-09,90.08999633789062,1319.35,1.42,2.896,14.64
2018-03-10,90.08999633789062,1319.35,1.42,2.896,14.64
2018-03-11,90.08999633789062,1319.35,1.42,2.896,14.64
2018-03-12,89.9000015258789,1317.25,1.42,2.866,15.78
2018-03-13,89.66000366210938,1318.7,1.42,2.844,16.35
2018-03-14,89.69999694824219,1324.95,1.42,2.819,17.23
2018-03-15,90.13999938964844,1323.35,1.43,2.826,16.59
2018-03-16,90.2300033569336,1320.05,1.43,2.845,15.8
2018-03-17,90.2300033569336,1320.05,1.43,2.845,15.8
2018-03-18,90.2300033569336,1320.05,1.43,2.845,15.8
2018-03-19,89.9000015258789,1311.7,1.43,2.855,19.02
2018-03-20,90.37000274658205,1312.75,1.44,2.9,18.2
2018-03-21,89.77999877929688,1316.35,1.44,2.881,17.86
2018-03-22,89.86000061035156,1328.85,1.68,2.823,23.34
2018-03-23,89.44000244140625,1342.35,1.68,2.813,24.87
2018-03-24,89.44000244140625,1342.35,1.68,2.813,24.87
2018-03-25,89.44000244140625,1342.35,1.68,2.813,24.87
2018-03-26,89.02999877929688,1348.4,1.68,2.852,21.03
2018-03-27,89.37000274658203,1350.65,1.68,2.775,22.5
2018-03-28,90.05999755859375,1341.05,1.68,2.783,22.87
2018-03-29,90.1500015258789,1323.9,1.68,2.741,19.97
2018-03-30,90.1500015258789,1323.9,1.67,2.741,19.97
2018-03-31,90.1500015258789,1323.9,1.67,2.741,19.97
2018-04-01,90.1500015258789,1323.9,1.67,2.741,19.97
2018-04-02,90.05000305175781,1323.9,1.68,2.733,23.62
2018-04-03,90.1999969482422,1336.6,1.69,2.781,21.1
2018-04-04,90.13999938964844,1343.15,1.69,2.808,20.06
2018-04-05,90.45999908447266,1327.05,1.69,2.834,18.94
2018-04-06,90.11000061035156,1325.6,1.69,2.775,21.49
2018-04-07,90.11000061035156,1325.6,1.69,2.775,21.49
2018-04-08,90.11000061035156,1325.6,1.69,2.775,21.49
2018-04-09,89.83999633789062,1328.5,1.69,2.781,21.77
2018-04-10,89.58999633789062,1335.95,1.69,2.801,20.47
2018-04-11,89.56999969482422,1345.2,1.69,2.779,20.24
2018-04-12,89.75,1345.9,1.69,2.843,18.49
2018-04-13,89.80000305175781,1340.75,1.69,2.825,17.41
2018-04-14,89.80000305175781,1340.75,1.69,2.825,17.41
2018-04-15,89.80000305175781,1340.75,1.69,2.825,17.41
2018-04-16,89.43000030517578,1344.4,1.69,2.829,16.56
2018-04-17,89.5199966430664,1342.95,1.69,2.83,15.25
2018-04-18,89.62000274658203,1346.55,1.69,2.875,15.6
2018-04-19,89.94000244140625,1347.9,1.69,2.914,15.96
2018-04-20,90.31999969482422,1340.15,1.7,2.96,16.88
2018-04-21,90.31999969482422,1340.15,1.7,2.96,16.88
2018-04-22,90.31999969482422,1340.15,1.7,2.96,16.88
2018-04-23,90.94000244140624,1328.0,1.7,2.977,16.34
2018-04-24,90.7699966430664,1327.35,1.7,3.0,18.02
2018-04-25,91.16999816894533,1325.7,1.7,3.032,17.84
2018-04-26,91.55999755859376,1321.9,1.7,2.983,16.24
2018-04-27,91.54000091552734,1317.7,1.7,2.959,15.41
2018-04-28,91.54000091552734,1317.7,1.7,2.959,15.41
2018-04-29,91.54000091552734,1317.7,1.7,2.959,15.41
2018-04-30,91.83999633789062,1316.25,1.69,2.955,15.93
2018-05-01,92.4499969482422,1309.2,1.7,2.968,15.49
2018-05-02,92.51000213623048,1310.75,1.7,2.976,15.97
2018-05-03,92.41000366210938,1313.3,1.7,2.948,15.9
2018-05-04,92.56999969482422,1309.35,1.7,2.951,14.77
2018-05-05,92.56999969482422,1309.35,1.7,2.951,14.77
2018-05-06,92.56999969482422,1309.35,1.7,2.951,14.77
2018-05-07,92.75,1309.35,1.7,2.952,14.75
2018-05-08,93.12000274658205,1310.05,1.7,2.972,14.71
2018-05-09,93.04000091552734,1306.85,1.7,3.006,13.42
2018-05-10,92.6500015258789,1314.8,1.7,2.964,13.23
2018-05-11,92.54000091552734,1324.8,1.7,2.97,12.65
2018-05-12,92.54000091552734,1324.8,1.7,2.97,12.65
2018-05-13,92.54000091552734,1324.8,1.7,2.97,12.65
2018-05-14,92.58999633789062,1320.7,1.7,3.002,12.93
2018-05-15,93.22000122070312,1310.05,1.7,3.072,14.63
2018-05-16,93.38999938964844,1291.75,1.7,3.104,13.42
2018-05-17,93.47000122070312,1288.85,1.7,3.115,13.43
2018-05-18,93.63999938964844,1287.2,1.7,3.06,13.42
2018-05-19,93.63999938964844,1287.2,1.7,3.06,13.42
2018-05-20,93.63999938964844,1287.2,1.7,3.06,13.42
2018-05-21,93.68000030517578,1285.85,1.7,3.058,13.08
2018-05-22,93.61000061035156,1293.9,1.7,3.063,13.22
2018-05-23,94.01000213623048,1294.0,1.7,2.993,12.58
2018-05-24,93.77999877929688,1296.35,1.7,2.977,12.53
2018-05-25,94.19000244140624,1303.95,1.7,2.931,13.22
2018-05-26,94.19000244140624,1303.95,1.7,2.931,13.22
2018-05-27,94.19000244140624,1303.95,1.7,2.931,13.22
2018-05-28,94.19000244140624,1303.95,1.7,2.898,13.22
2018-05-29,94.83000183105467,1302.05,1.7,2.79,17.02
2018-05-30,94.1500015258789,1298.6,1.7,2.857,14.94
2018-05-31,93.98999786376952,1303.5,1.7,2.86,15.43
2018-06-01,94.19000244140624,1299.15,1.7,2.902,13.46
2018-06-02,94.19000244140624,1299.15,1.7,2.902,13.46
2018-06-03,94.19000244140624,1299.15,1.7,2.902,13.46
2018-06-04,94.0199966430664,1294.65,1.7,2.944,12.74
2018-06-05,93.88999938964844,1292.25,1.7,2.926,12.4
2018-06-06,93.66000366210938,1295.25,1.7,2.974,11.64
2018-06-07,93.4000015258789,1298.3,1.7,2.922,12.13
2018-06-08,93.5500030517578,1299.2,1.7,2.948,12.18
2018-06-09,93.5500030517578,1299.2,1.7,2.948,12.18
2018-06-10,93.5500030517578,1299.2,1.7,2.948,12.18
2018-06-11,93.58000183105467,1296.05,1.7,2.952,12.35
2018-06-12,93.8000030517578,1298.3,1.7,2.964,12.34
2018-06-13,93.70999908447266,1294.4,1.7,2.974,12.94
2018-06-14,94.7699966430664,1305.3,1.9,2.935,12.12
2018-06-15,94.79000091552734,1300.1,1.9,2.922,11.98
2018-06-16,94.79000091552734,1300.1,1.9,2.922,11.98
2018-06-17,94.79000091552734,1300.1,1.9,2.922,11.98
2018-06-18,94.75,1281.25,1.9,2.917,12.31
2018-06-19,95.08999633789062,1279.0,1.91,2.897,13.35
2018-06-20,95.05999755859376,1273.25,1.92,2.937,12.79
2018-06-21,94.87000274658205,1263.7,1.92,2.899,14.64
2018-06-22,94.5199966430664,1269.7,1.92,2.895,13.77
2018-06-23,94.5199966430664,1269.7,1.92,2.895,13.77
2018-06-24,94.5199966430664,1269.7,1.92,2.895,13.77
2018-06-25,94.27999877929688,1269.8,1.92,2.882,17.33
2018-06-26,94.68000030517578,1257.15,1.92,2.877,15.92
2018-06-27,95.29000091552734,1256.8,1.91,2.827,17.91
2018-06-28,95.38999938964844,1250.5,1.91,2.84,16.85
2018-06-29,94.62999725341795,1250.55,1.91,2.86,16.09
2018-06-30,94.62999725341795,1250.55,1.91,2.86,16.09
2018-07-01,94.62999725341795,1250.55,1.91,2.86,16.09
2018-07-02,94.87000274658205,1249.0,1.91,2.871,15.6
2018-07-03,94.58999633789062,1245.85,1.91,2.833,16.14
2018-07-04,94.58999633789062,1256.9,1.91,2.842,16.14
2018-07-05,94.47000122070312,1252.5,1.91,2.833,14.97
2018-07-06,94.04000091552734,1254.2,1.91,2.824,13.37
2018-07-07,94.04000091552734,1254.2,1.91,2.824,13.37
2018-07-08,94.04000091552734,1254.2,1.91,2.824,13.37
2018-07-09,94.08000183105467,1262.6,1.91,2.858,12.69
2018-07-10,94.11000061035156,1253.7,1.91,2.867,12.64
2018-07-11,94.72000122070312,1250.0,1.91,2.84,13.63
2018-07-12,94.80999755859376,1244.85,1.91,2.849,12.58
2018-07-13,94.75,1240.5,1.91,2.829,12.18
2018-07-14,94.75,1240.5,1.91,2.829,12.18
2018-07-15,94.75,1240.5,1.91,2.829,12.18
2018-07-16,94.51000213623048,1244.9,1.91,2.856,12.83
2018-07-17,94.97000122070312,1243.65,1.91,2.86,12.06
2018-07-18,95.08000183105467,1223.45,1.91,2.875,12.1
2018-07-19,95.16999816894533,1217.4,1.91,2.838,12.87
2018-07-20,94.45999908447266,1224.85,1.91,2.895,12.86
2018-07-21,94.45999908447266,1224.85,1.91,2.895,12.86
2018-07-22,94.45999908447266,1224.85,1.91,2.895,12.86
2018-07-23,94.66999816894533,1229.45,1.91,2.96,12.62
2018-07-24,94.61000061035156,1224.3,1.91,2.95,12.41
2018-07-25,94.36000061035156,1230.55,1.91,2.973,12.29
2018-07-26,94.75,1228.35,1.91,2.982,12.14
2018-07-27,94.68000030517578,1219.15,1.91,2.958,13.03
2018-07-28,94.68000030517578,1219.15,1.91,2.958,13.03
2018-07-29,94.68000030517578,1219.15,1.91,2.958,13.03
2018-07-30,94.36000061035156,1222.05,1.91,2.975,14.26
2018-07-31,94.48999786376952,1219.2,1.91,2.962,12.83
2018-08-01,94.62000274658205,1222.75,1.91,3.004,13.15
2018-08-02,95.16999816894533,1217.6,1.91,2.986,12.19
2018-08-03,95.13999938964844,1207.7,1.91,2.951,11.64
2018-08-04,95.13999938964844,1207.7,1.91,2.951,11.64
2018-08-05,95.13999938964844,1207.7,1.91,2.951,11.64
2018-08-06,95.36000061035156,1212.0,1.91,2.945,11.27
2018-08-07,95.22000122070312,1215.4,1.91,2.977,10.93
2018-08-08,95.0999984741211,1212.35,1.91,2.964,10.85
2018-08-09,95.5,1215.5,1.91,2.929,11.27
2018-08-10,96.36000061035156,1211.65,1.91,2.873,13.16
2018-08-11,96.36000061035156,1211.65,1.91,2.873,13.16
2018-08-12,96.36000061035156,1211.65,1.91,2.873,13.16
2018-08-13,96.38999938964844,1204.4,1.91,2.877,14.78
2018-08-14,96.7300033569336,1195.3,1.91,2.9,13.31
2018-08-15,96.6999969482422,1186.7,1.91,2.864,14.64
2018-08-16,96.6500015258789,1179.65,1.92,2.87,13.45
2018-08-17,96.0999984741211,1176.7,1.92,2.864,12.64
2018-08-18,96.0999984741211,1176.7,1.92,2.864,12.64
2018-08-19,96.0999984741211,1176.7,1.92,2.864,12.64
2018-08-20,95.9000015258789,1188.75,1.92,2.819,12.49
2018-08-21,95.26000213623048,1194.1,1.92,2.842,12.86
2018-08-22,95.1500015258789,1196.85,1.92,2.821,12.25
2018-08-23,95.62000274658205,1187.3,1.92,2.828,12.41
2018-08-24,95.1500015258789,1189.95,1.92,2.813,11.99
2018-08-25,95.1500015258789,1189.95,1.92,2.813,11.99
2018-08-26,95.1500015258789,1189.95,1.92,2.813,11.99
2018-08-27,94.77999877929688,1189.95,1.92,2.846,12.16
2018-08-28,94.72000122070312,1212.75,1.92,2.884,12.5
2018-08-29,94.5999984741211,1204.3,1.92,2.886,12.25
2018-08-30,94.72000122070312,1202.35,1.92,2.859,13.53
2018-08-31,95.13999938964844,1206.85,1.91,2.86,12.86
2018-09-01,95.13999938964844,1206.85,1.91,2.86,12.86
2018-09-02,95.13999938964844,1206.85,1.91,2.86,12.86
2018-09-03,95.13999938964844,1201.7,1.91,2.862,12.86
2018-09-04,95.41999816894533,1195.75,1.92,2.898,13.16
2018-09-05,95.12999725341795,1194.7,1.92,2.904,13.91
2018-09-06,95.0199966430664,1204.3,1.92,2.878,14.65
2018-09-07,95.37000274658205,1200.75,1.92,2.939,14.88
2018-09-08,95.37000274658205,1200.75,1.92,2.939,14.88
2018-09-09,95.37000274658205,1200.75,1.92,2.939,14.88
2018-09-10,95.1500015258789,1195.8,1.92,2.935,14.16
2018-09-11,95.05999755859376,1194.0,1.92,2.981,13.22
2018-09-12,94.8000030517578,1197.8,1.92,2.964,13.14
2018-09-13,94.54000091552734,1206.65,1.92,2.974,12.37
